Id, name, class, variant, type, subtype, pv, size, move, armor, structure, damageS, damageSMin, damageM, damageMMin, damageL, damageLMin, damageE, damageEMin, overheat, abilities, imagelink, rulesLevel, tonnage, intro, role, technology, threshold
2805,"=hyperlink(""http://masterunitlist.info/Unit/Details/2805"", ""Savannah Master Hovercraft (Interdictor)"")","=hyperlink(""https://www.sarna.net/wiki/Savannah_Master_Hovercraft"", ""Savannah Master Hovercraft"")",(Interdictor),Combat Vehicle,CV,11,1,26h,1,1,0,false,0,false,0,false,0,false,0,"ECM, ENE, SRCH",https://i.ibb.co/KLhB9QZ/savannah-master-hovercraft-rg.png,Standard,5,3077,Scout,Inner Sphere,0
9452,"=hyperlink(""http://masterunitlist.info/Unit/Details/9452"", ""Savannah Master Hovercraft (Reflective)"")","=hyperlink(""https://www.sarna.net/wiki/Savannah_Master_Hovercraft"", ""Savannah Master Hovercraft"")",(Reflective),Combat Vehicle,CV,15,1,26h,1,1,1,false,1,false,0,false,0,false,0,"ENE, RFA, SRCH",https://i.ibb.co/KLhB9QZ/savannah-master-hovercraft-rg.png,Advanced,5,3094,Scout,Inner Sphere,0
2806,"=hyperlink(""http://masterunitlist.info/Unit/Details/2806"", ""Savannah Master Hovercraft (SL)"")","=hyperlink(""https://www.sarna.net/wiki/Savannah_Master_Hovercraft"", ""Savannah Master Hovercraft"")",(SL),Combat Vehicle,CV,12,1,26h,1,1,1,false,0,false,0,false,0,false,0,"ENE, SRCH",https://i.ibb.co/KLhB9QZ/savannah-master-hovercraft-rg.png,Introductory,5,3033,Scout,Inner Sphere,0
5065,"=hyperlink(""http://masterunitlist.info/Unit/Details/5065"", ""Skimmer"")","=hyperlink(""https://www.sarna.net/wiki/Skimmer"", ""Skimmer"")",,Combat Vehicle,CV,7,1,26h,0,1,0,true,0,false,0,false,0,false,0,"ENE, REAR0*/-/-, SRCH",https://i.ibb.co/KLhB9QZ/savannah-master-hovercraft-rg.png,Introductory,5,2577,Scout,Inner Sphere,0
3145,"=hyperlink(""http://masterunitlist.info/Unit/Details/3145"", ""Swift Wind Scout Car"")","=hyperlink(""https://www.sarna.net/wiki/Swift_Wind_Scout_Car"", ""Swift Wind Scout Car"")",,Combat Vehicle,CV,12,1,20w,1,1,0,false,0,false,0,false,0,false,0,"CT0.5, ENE, MHQ2, RCN, SRCH",https://i.ibb.co/rmQfRg4/swift-wind-3039.png,Introductory,8,2817,Scout,Inner Sphere,0
3142,"=hyperlink(""http://masterunitlist.info/Unit/Details/3142"", ""Swift Wind Scout Car (ICE - Cargo)"")","=hyperlink(""https://www.sarna.net/wiki/Swift_Wind_Scout_Car"", ""Swift Wind Scout Car"")",(ICE - Cargo),Combat Vehicle,CV,7,1,16w,1,1,0,false,0,false,0,false,0,false,0,"CT3, EE, ENE, SRCH",https://i.ibb.co/rmQfRg4/swift-wind-3039.png,Introductory,8,2845,Scout,Inner Sphere,0
3143,"=hyperlink(""http://masterunitlist.info/Unit/Details/3143"", ""Swift Wind Scout Car (ICE - Speed)"")","=hyperlink(""https://www.sarna.net/wiki/Swift_Wind_Scout_Car"", ""Swift Wind Scout Car"")",(ICE - Speed),Combat Vehicle,CV,5,1,22w,0,1,0,false,0,false,0,false,0,false,0,"CT3, EE, ENE, SRCH",https://i.ibb.co/rmQfRg4/swift-wind-3039.png,Introductory,8,2891,Scout,Inner Sphere,0
3144,"=hyperlink(""http://masterunitlist.info/Unit/Details/3144"", ""Swift Wind Scout Car (ICE)"")","=hyperlink(""https://www.sarna.net/wiki/Swift_Wind_Scout_Car"", ""Swift Wind Scout Car"")",(ICE),Combat Vehicle,CV,12,1,20w,1,1,0,false,0,false,0,false,0,false,0,"EE, ENE, MHQ2, RCN, SRCH",https://i.ibb.co/rmQfRg4/swift-wind-3039.png,Introductory,8,2841,Scout,Inner Sphere,0
111,"=hyperlink(""http://masterunitlist.info/Unit/Details/111"", ""Armored Personnel Carrier (Hover LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Hover LRM),Combat Vehicle,CV,12,1,20h,1,1,0,true,0,true,0,true,0,false,0,"EE, IF0*, SRCH",https://i.ibb.co/GQ71C7t/armored-personnel-carrier-hover-3039.png,Introductory,10,2500,Missile Boat,Inner Sphere,0
112,"=hyperlink(""http://masterunitlist.info/Unit/Details/112"", ""Armored Personnel Carrier (Hover MG)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Hover MG),Combat Vehicle,CV,11,1,20h,1,1,1,false,0,false,0,false,0,false,0,"EE, SRCH, TUR(1/-/-)",https://i.ibb.co/GQ71C7t/armored-personnel-carrier-hover-3039.png,Introductory,10,2500,Scout,Inner Sphere,0
3731,"=hyperlink(""http://masterunitlist.info/Unit/Details/3731"", ""Armored Personnel Carrier (Hover Sensors)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Hover Sensors),Combat Vehicle,CV,10,1,20h,1,1,0,false,0,false,0,false,0,false,0,"EE, ENE, IT1, RCN, RSD1, SRCH",https://i.ibb.co/GQ71C7t/armored-personnel-carrier-hover-3039.png,Advanced,10,2620,Scout,Inner Sphere,0
114,"=hyperlink(""http://masterunitlist.info/Unit/Details/114"", ""Armored Personnel Carrier (Hover SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Hover SRM),Combat Vehicle,CV,11,1,20h,1,1,0,true,0,true,0,false,0,false,0,"EE, IT1, SRCH",https://i.ibb.co/GQ71C7t/armored-personnel-carrier-hover-3039.png,Introductory,10,2500,Scout,Inner Sphere,0
115,"=hyperlink(""http://masterunitlist.info/Unit/Details/115"", ""Armored Personnel Carrier (Hover)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Hover),Combat Vehicle,CV,10,1,20h,1,1,0,true,0,false,0,false,0,false,0,"EE, IT1, SRCH, TUR(0*/-/-)",https://i.ibb.co/GQ71C7t/armored-personnel-carrier-hover-3039.png,Introductory,10,2500,Scout,Inner Sphere,0
116,"=hyperlink(""http://masterunitlist.info/Unit/Details/116"", ""Armored Personnel Carrier (Tracked LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Tracked LRM),Combat Vehicle,CV,8,1,12t,1,1,0,true,0,true,0,true,0,false,0,"EE, IF0*, SRCH",https://i.ibb.co/sW2BqkV/armored-personnel-carrier-tracked-3039.png,Introductory,10,2500,Missile Boat,Inner Sphere,0
117,"=hyperlink(""http://masterunitlist.info/Unit/Details/117"", ""Armored Personnel Carrier (Tracked MG)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Tracked MG),Combat Vehicle,CV,6,1,12t,1,1,1,false,0,false,0,false,0,false,0,"EE, SRCH, TUR(1/-/-)",https://i.ibb.co/sW2BqkV/armored-personnel-carrier-tracked-3039.png,Introductory,10,2500,Scout,Inner Sphere,0
119,"=hyperlink(""http://masterunitlist.info/Unit/Details/119"", ""Armored Personnel Carrier (Tracked SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Tracked SRM),Combat Vehicle,CV,7,1,12t,1,1,0,true,0,true,0,false,0,false,0,"EE, IT1, SRCH",https://i.ibb.co/sW2BqkV/armored-personnel-carrier-tracked-3039.png,Introductory,10,2500,Scout,Inner Sphere,0
120,"=hyperlink(""http://masterunitlist.info/Unit/Details/120"", ""Armored Personnel Carrier (Tracked)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Tracked),Combat Vehicle,CV,6,1,12t,1,1,0,true,0,false,0,false,0,false,0,"EE, IT1, SRCH, TUR(0*/-/-)",https://i.ibb.co/sW2BqkV/armored-personnel-carrier-tracked-3039.png,Introductory,10,2500,Scout,Inner Sphere,0
121,"=hyperlink(""http://masterunitlist.info/Unit/Details/121"", ""Armored Personnel Carrier (Wheeled LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Wheeled LRM),Combat Vehicle,CV,8,1,12w,1,1,0,true,0,true,0,true,0,false,0,"EE, IF0*, SRCH",https://i.ibb.co/1Myq3N3/armored-personnel-carrier-wheeled-3039.png,Introductory,10,2500,Missile Boat,Inner Sphere,0
122,"=hyperlink(""http://masterunitlist.info/Unit/Details/122"", ""Armored Personnel Carrier (Wheeled MG)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Wheeled MG),Combat Vehicle,CV,8,1,12w,2,1,1,false,0,false,0,false,0,false,0,"EE, SRCH, TUR(1/-/-)",https://i.ibb.co/1Myq3N3/armored-personnel-carrier-wheeled-3039.png,Introductory,10,2500,Scout,Inner Sphere,0
124,"=hyperlink(""http://masterunitlist.info/Unit/Details/124"", ""Armored Personnel Carrier (Wheeled SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Wheeled SRM),Combat Vehicle,CV,9,1,12w,2,1,0,true,0,true,0,false,0,false,0,"EE, IT1, SRCH, TUR(0*/0*/-)",https://i.ibb.co/1Myq3N3/armored-personnel-carrier-wheeled-3039.png,Introductory,10,2500,Scout,Inner Sphere,0
125,"=hyperlink(""http://masterunitlist.info/Unit/Details/125"", ""Armored Personnel Carrier (Wheeled)"")","=hyperlink(""https://www.sarna.net/wiki/Armored_Personnel_Carrier"", ""Armored Personnel Carrier"")",(Wheeled),Combat Vehicle,CV,8,1,12w,2,1,0,true,0,false,0,false,0,false,0,"EE, IT1, SRCH, TUR(0*/-/-)",https://i.ibb.co/1Myq3N3/armored-personnel-carrier-wheeled-3039.png,Introductory,10,2500,Scout,Inner Sphere,0
1134,"=hyperlink(""http://masterunitlist.info/Unit/Details/1134"", ""Flatbed Truck"")","=hyperlink(""https://www.sarna.net/wiki/Flatbed_Truck"", ""Flatbed Truck"")",,Combat Vehicle,CV,2,1,10w,0,1,0,false,0,false,0,false,0,false,0,"CT6, EE, ENE, SRCH",https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,Introductory,10,2580,Scout,Inner Sphere,0
1129,"=hyperlink(""http://masterunitlist.info/Unit/Details/1129"", ""Flatbed Truck (Armor)"")","=hyperlink(""https://www.sarna.net/wiki/Flatbed_Truck"", ""Flatbed Truck"")",(Armor),Combat Vehicle,CV,4,1,10w,1,1,0,false,0,false,0,false,0,false,0,"CT4, EE, ENE, SRCH",https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,Introductory,10,2580,Scout,Inner Sphere,0
1130,"=hyperlink(""http://masterunitlist.info/Unit/Details/1130"", ""Flatbed Truck (LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Flatbed_Truck"", ""Flatbed Truck"")",(LRM),Combat Vehicle,CV,8,1,10w,0,1,0,true,1,false,1,false,0,false,0,"EE, IF1, SRCH",https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,Introductory,10,2801,Missile Boat,Inner Sphere,0
1131,"=hyperlink(""http://masterunitlist.info/Unit/Details/1131"", ""Flatbed Truck (Mortar)"")","=hyperlink(""https://www.sarna.net/wiki/Flatbed_Truck"", ""Flatbed Truck"")",(Mortar),Combat Vehicle,CV,5,1,10w,0,1,0,false,0,false,0,false,0,false,0,"EE, REAR0*/0*/0*, SRCH",https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,Advanced,10,2580,Sniper,Inner Sphere,0
1132,"=hyperlink(""http://masterunitlist.info/Unit/Details/1132"", ""Flatbed Truck (RL)"")","=hyperlink(""https://www.sarna.net/wiki/Flatbed_Truck"", ""Flatbed Truck"")",(RL),Combat Vehicle,CV,6,1,10w,1,1,0,true,0,true,0,false,0,false,0,"EE, ENE, SRCH",https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,Advanced,10,2801,Scout,Inner Sphere,0
1133,"=hyperlink(""http://masterunitlist.info/Unit/Details/1133"", ""Flatbed Truck (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Flatbed_Truck"", ""Flatbed Truck"")",(SRM),Combat Vehicle,CV,4,1,10w,0,1,0,true,0,true,0,false,0,false,0,"CT4, EE, SRCH",https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,Introductory,10,2580,Scout,Inner Sphere,0
6311,"=hyperlink(""http://masterunitlist.info/Unit/Details/6311"", ""Kruger Combat Car"")","=hyperlink(""https://www.sarna.net/wiki/Kruger_Combat_Car"", ""Kruger Combat Car"")",,Combat Vehicle,CV,14,1,14w,2,1,1,false,1,false,0,false,0,false,0,"ENE, SRCH, TUR(1/1/-)",https://i.ibb.co/jJ59gXV/kruger-3150.png,Standard,10,3091,Scout,Inner Sphere,0
6312,"=hyperlink(""http://masterunitlist.info/Unit/Details/6312"", ""Kruger Combat Car (Original)"")","=hyperlink(""https://www.sarna.net/wiki/Kruger_Combat_Car"", ""Kruger Combat Car"")",(Original),Combat Vehicle,CV,14,1,14w,2,1,1,false,1,false,0,false,0,false,0,"ENE, SRCH, TUR(1/1/-)",https://i.ibb.co/jJ59gXV/kruger-3150.png,Introductory,10,2620,Scout,Inner Sphere,0
2203,"=hyperlink(""http://masterunitlist.info/Unit/Details/2203"", ""Mobile Long Tom Artillery Ammunition Carriage LT-MOB-25"")","=hyperlink(""https://www.sarna.net/wiki/Mobile_Long_Tom_Artillery_Ammunition_Carriage"", ""Mobile Long Tom Artillery Ammunition Carriage"")",LT-MOB-25,Combat Vehicle,CV,5,1,0t,2,1,0,false,0,false,0,false,0,false,0,"CT5, EE, ENE, HTC, SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,Advanced,10,2602,None,Inner Sphere,0
9366,"=hyperlink(""http://masterunitlist.info/Unit/Details/9366"", ""Mobile Long Tom Artillery LT-MOB-25F (Ammunition  Loader Carriage)"")","=hyperlink(""https://www.sarna.net/wiki/Mobile_Long_Tom_Artillery"", ""Mobile Long Tom Artillery"")",LT-MOB-25F (Ammunition  Loader Carriage),Combat Vehicle,CV,5,1,0t,2,1,0,false,0,false,0,false,0,false,0,"CASE, HTC, SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,Standard,10,2695,None,Inner Sphere,0
9367,"=hyperlink(""http://masterunitlist.info/Unit/Details/9367"", ""Mobile Long Tom Artillery LT-MOB-25F (Ammunition Carriage)"")","=hyperlink(""https://www.sarna.net/wiki/Mobile_Long_Tom_Artillery"", ""Mobile Long Tom Artillery"")",LT-MOB-25F (Ammunition Carriage),Combat Vehicle,CV,5,1,0t,2,1,0,false,0,false,0,false,0,false,0,"CASE, HTC, SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,Standard,10,2695,None,Inner Sphere,0
9368,"=hyperlink(""http://masterunitlist.info/Unit/Details/9368"", ""Mobile Long Tom Artillery LT-MOB-25F (Drone Command Carriage)"")","=hyperlink(""https://www.sarna.net/wiki/Mobile_Long_Tom_Artillery"", ""Mobile Long Tom Artillery"")",LT-MOB-25F (Drone Command Carriage),Combat Vehicle,CV,5,1,0t,2,1,0,false,0,false,0,false,0,false,0,"CT3, DDC1, ENE, HTC, SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,Advanced,10,2695,None,Inner Sphere,0
9369,"=hyperlink(""http://masterunitlist.info/Unit/Details/9369"", ""Mobile Long Tom Artillery LT-MOB-25F (Support Carriage)"")","=hyperlink(""https://www.sarna.net/wiki/Mobile_Long_Tom_Artillery"", ""Mobile Long Tom Artillery"")",LT-MOB-25F (Support Carriage),Combat Vehicle,CV,11,1,0t,2,1,0,false,0,false,0,false,0,false,0,"CT2, ENE, HTC, MHQ4, RCN, SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,Standard,10,2695,None,Inner Sphere,0
2204,"=hyperlink(""http://masterunitlist.info/Unit/Details/2204"", ""Mobile Long Tom Artillery Support Carriage LT-MOB-25"")","=hyperlink(""https://www.sarna.net/wiki/Mobile_Long_Tom_Artillery_Support_Carriage"", ""Mobile Long Tom Artillery Support Carriage"")",LT-MOB-25,Combat Vehicle,CV,11,1,0t,2,1,0,false,0,false,0,false,0,false,0,"CT5, EE, ENE, HTC, MHQ4, RCN, SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,Advanced,10,2602,None,Inner Sphere,0
2725,"=hyperlink(""http://masterunitlist.info/Unit/Details/2725"", ""Ripper Infantry Transport"")","=hyperlink(""https://www.sarna.net/wiki/Ripper_Infantry_Transport"", ""Ripper Infantry Transport"")",,Combat Vehicle,CV,15,1,24v,1,1,1,false,1,false,0,false,0,false,0,"ATMO, ENE, IT1, SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,Standard,10,2680,Scout,Inner Sphere,0
2719,"=hyperlink(""http://masterunitlist.info/Unit/Details/2719"", ""Ripper Infantry Transport (ERML)"")","=hyperlink(""https://www.sarna.net/wiki/Ripper_Infantry_Transport"", ""Ripper Infantry Transport"")",(ERML),Combat Vehicle,CV,15,1,24v,1,1,1,false,1,false,0,false,0,false,0,"ATMO, ENE, IT1, SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,Standard,10,3058,Scout,Inner Sphere,0
2720,"=hyperlink(""http://masterunitlist.info/Unit/Details/2720"", ""Ripper Infantry Transport (Infantry)"")","=hyperlink(""https://www.sarna.net/wiki/Ripper_Infantry_Transport"", ""Ripper Infantry Transport"")",(Infantry),Combat Vehicle,CV,10,1,24v,1,1,0,true,0,false,0,false,0,false,0,"ATMO, ENE, IT4, SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,Standard,10,3069,Scout,Inner Sphere,0
2721,"=hyperlink(""http://masterunitlist.info/Unit/Details/2721"", ""Ripper Infantry Transport (Light PPC)"")","=hyperlink(""https://www.sarna.net/wiki/Ripper_Infantry_Transport"", ""Ripper Infantry Transport"")",(Light PPC),Combat Vehicle,CV,15,1,24v,1,1,0,true,1,false,1,false,0,false,0,"ATMO, ENE, IT1, SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,Standard,10,3069,Scout,Inner Sphere,0
2722,"=hyperlink(""http://masterunitlist.info/Unit/Details/2722"", ""Ripper Infantry Transport (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Ripper_Infantry_Transport"", ""Ripper Infantry Transport"")",(MG),Combat Vehicle,CV,10,1,24v,1,1,0,true,0,false,0,false,0,false,0,"ATMO, IT1, SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,Standard,10,3053,Scout,Inner Sphere,0
2723,"=hyperlink(""http://masterunitlist.info/Unit/Details/2723"", ""Ripper Infantry Transport (Royal)"")","=hyperlink(""https://www.sarna.net/wiki/Ripper_Infantry_Transport"", ""Ripper Infantry Transport"")",(Royal),Combat Vehicle,CV,15,1,24v,1,1,1,false,1,false,0,false,0,false,0,"ATMO, ENE, IT1, SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,Standard,10,2696,Scout,Inner Sphere,0
2724,"=hyperlink(""http://masterunitlist.info/Unit/Details/2724"", ""Ripper Infantry Transport (SPL)"")","=hyperlink(""https://www.sarna.net/wiki/Ripper_Infantry_Transport"", ""Ripper Infantry Transport"")",(SPL),Combat Vehicle,CV,12,1,24v,1,1,1,false,0,false,0,false,0,false,0,"ATMO, ENE, IT1, SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,Standard,10,3059,Scout,Inner Sphere,0
3026,"=hyperlink(""http://masterunitlist.info/Unit/Details/3026"", ""Sprint Scout Helicopter"")","=hyperlink(""https://www.sarna.net/wiki/Sprint_Scout_Helicopter"", ""Sprint Scout Helicopter"")",,Combat Vehicle,CV,12,1,26v,1,1,0,false,0,false,0,false,0,false,0,"ATMO, ENE, PRB, RCN, SRCH, TAG",https://i.ibb.co/VSTTWqN/sprint-3058u.png,Standard,10,3052,Scout,Inner Sphere,0
3022,"=hyperlink(""http://masterunitlist.info/Unit/Details/3022"", ""Sprint Scout Helicopter (C3)"")","=hyperlink(""https://www.sarna.net/wiki/Sprint_Scout_Helicopter"", ""Sprint Scout Helicopter"")",(C3),Combat Vehicle,CV,13,1,26v,1,1,0,false,0,false,0,false,0,false,0,"ATMO, C3S, ENE, MHQ1, PRB, RCN, SRCH",https://i.ibb.co/VSTTWqN/sprint-3058u.png,Standard,10,3057,Scout,Inner Sphere,0
3023,"=hyperlink(""http://masterunitlist.info/Unit/Details/3023"", ""Sprint Scout Helicopter (C3i)"")","=hyperlink(""https://www.sarna.net/wiki/Sprint_Scout_Helicopter"", ""Sprint Scout Helicopter"")",(C3i),Combat Vehicle,CV,11,1,26v,1,1,0,false,0,false,0,false,0,false,0,"ATMO, C3I, ENE, MHQ2, SRCH",https://i.ibb.co/VSTTWqN/sprint-3058u.png,Standard,10,3068,Scout,Inner Sphere,0
3024,"=hyperlink(""http://masterunitlist.info/Unit/Details/3024"", ""Sprint Scout Helicopter (Interdictor)"")","=hyperlink(""https://www.sarna.net/wiki/Sprint_Scout_Helicopter"", ""Sprint Scout Helicopter"")",(Interdictor),Combat Vehicle,CV,11,1,26v,1,1,0,false,0,false,0,false,0,false,0,"ATMO, ECM, ENE, SRCH, TAG",https://i.ibb.co/VSTTWqN/sprint-3058u.png,Standard,10,3076,Scout,Inner Sphere,0
3025,"=hyperlink(""http://masterunitlist.info/Unit/Details/3025"", ""Sprint Scout Helicopter (Laser)"")","=hyperlink(""https://www.sarna.net/wiki/Sprint_Scout_Helicopter"", ""Sprint Scout Helicopter"")",(Laser),Combat Vehicle,CV,18,1,26v,1,1,1,false,1,false,0,false,0,false,0,"ATMO, ENE, PRB, RCN, SRCH",https://i.ibb.co/VSTTWqN/sprint-3058u.png,Standard,10,3056,Scout,Inner Sphere,0
3027,"=hyperlink(""http://masterunitlist.info/Unit/Details/3027"", ""Sprint Scout Helicopter (Troop Transport)"")","=hyperlink(""https://www.sarna.net/wiki/Sprint_Scout_Helicopter"", ""Sprint Scout Helicopter"")",(Troop Transport),Combat Vehicle,CV,9,1,26v,1,1,0,false,0,false,0,false,0,false,0,"ATMO, ENE, IT2, SRCH",https://i.ibb.co/VSTTWqN/sprint-3058u.png,Standard,10,3056,Scout,Inner Sphere,0
